name
Barbell Hip Thrust
Glute-Ham Raise
Good Morning
Nordic Hamstring Curl
Quad Extension
RDL
Reverse Hyperextension
Seated Calf Raise
Standing Calf Raise
Tibialis Raise
Approach Jumps
Curved Approach Jumps
Dunk Attempts
Short Approach Jumps
Cossack Squat
Pistol Squat
Poliquin Step-Up
Reverse Sled
Sissy Squat
Clean Deadlift
DB Two-Hand Swing
Hang Power Clean
Hang Power Snatch
Power Clean
Power Snatch
Alternate-Leg Bounds
Altitude Drop
Box Jump
Broad Jump
Depth Jump
Drop Jump (absorb)
Jump Rope
Lateral Cone/Barrier Jumps
Lunge Jumps (alternating)
Max Intent Approach Jumps
Pogo Jumps (ankle hops)
Reactive Hurdle Jumps
Rhythmic Jumps
Seated Box Jump
Single-Leg Bounds
Single-Leg Elevated Jump
Single-Leg Pogos
Single-Leg Skips / Bounds
Skipping for Distance
Skipping for Height
Sprints
Standing Broad Jump
Step-Up Jump
Triple Broad Jump
Tuck Jumps
Weighted Squat Jump
Barbell Skip
Speed Squat
ATG Split Squat
Back Squat
Bulgarian Split Squat
Front Squat
Pause Squat
Paused Box Squat
Trap Bar Deadlift
VMO Squat
Banded Side Leg Raise
Banded Walks
Clamshell
Crab Walks
Hip Flexor Raise
Weighted Butterfly
Weighted Side-Abductor Lift
Chamber Tucks
Front Kick Extensions
Kneeling Round Kick
Standing Chamber Pulses
90-90 Switches
Car 90-90
Duck Walk
Hip Airplanes
Lying Hip Circles
Squat to Rotation
Abductor Rocks
Frog Pose PNF
Front Split CRAC
ISO Side Split Reps
L-Lifts
Pissing Dog
Side Split Isometric Hold
Wall Hip Flexor PNF
Copenhagen Lift
Elevated Pigeon Good Morning
Horse Stance Hold
Horse Stance Squats
Jefferson Curl
Seated Good Morning
Side Split Push-Ups
Straddle Leg Lifts
Butterfly Stretch
Couch Stretch
Frog Stretch
Front Split Stretch
Glute Stretch
Hamstring Stretch
Kneeling Hip Flexor Stretch
Side Split Stretch
Warrior (Hip Flexor) Stretch
Battle Ropes
Bicep Curls
Chest-Supported Row
DB Bent-Over Row
DB Shoulder Press
DB Shoulder Raise
Face Pull
Floor Press
Incline DB Press (neutral grip)
Lat Pulldown
Behind-the-Neck Push Press
Bench Press (unbroken)
Drop Rows
Explosive Pull-Up
Explosive Push-Up
Med Ball Push
Barbell Row
Bench Press
Push Press
Seated Row
Weighted Chin-Up
Weighted Dips
Weighted Pull-Up
